Id,Fecha,Ruta,Operador,Trayecto,Modelo del Avion,Registro,Total a Bordo,Pasajeros a bordo,Tripulantes a bordo,Total Fallecidos,Fatalidad Pasajeros,Fatalidad Tripulantes,Fatalidad en Tierra,Año,Tipo de Operador,Origen
192,1929-06-29,"Columbus,Ohio",Continental Air Lines,Desconocido,Travel Air 4000,NC5435,1,0,1,1,0,1,0,1929,Comercial,United States
193,1929-08-11,"Clovis,New Mexico",Middle States Airlines,Desconocido,Lockheed 5 Vega,NC870E,4,2,2,4,2,2,0,1929,Comercial,United States
194,1929-08-24,"Sochi,Russia",Ukvozduchput,Desconocido,Kalinin K-4,CCCP-217,1,0,1,1,0,1,0,1929,Comercial,No encontrado
195,1929-08-24,"Elm,Germany",Deutsche Lufthansa,Frankfurt - Berlin,Fokker FG II,D-757,5,4,1,4,3,1,0,1929,Comercial,Germany
196,1929-09-02,"Needles,California",Associated Aviators,Desconocido,Lockheed Vega,NR859E,2,0,2,1,0,1,0,1929,Comercial,United States
197,1929-09-03,"Mt. Taylor,near Grants,New Mexico",Trans Continental Air Transport,Albuquerque - Los Angeles,Ford 5-AT-B Tri Motor,NC9649,8,5,3,8,5,3,0,1929,Comercial,United States
198,1929-09-06,"Jask,Iran",Imperial Airways,"London, England - India",de Havilland DH-66 Hercules,G-EBMZ,5,2,3,3,1,2,0,1929,Comercial,United Kingdom
199,1929-09-14,North Atlantic Ocean,Aeropostale,"Toulouse, France - Casablanca, Morocco",Latecoere 25,F-AIUJ,6,4,2,6,4,2,0,1929,Comercial,France
200,1929-09-14,"Saint Catharines,Ontario",Skyways,Sightseeing,Travel Air 6000,CF-ABE,6,5,1,6,5,1,0,1929,Comercial,Canada
201,1929-09-17,"Mt Lamentation,Connecticut",Colonial Air Transport,Desconocido,Pitcairn PA-6 Mailwing,Sin Dato,1,0,1,1,0,1,0,1929,Comercial,No encontrado
202,1929-09-17,"Larache,Morocco",Aeropostale,Toulouse - Perpignan - Barcelona - Alicante - Casablanca,Latecoere 25-3-R,F-AIUJ,5,3,2,5,3,2,0,1929,Comercial,France
203,1929-09-17,"Jacumba,California",Pickwick Airways,Tijuana - Nogales,Fairchild 71,Sin Dato,2,0,2,1,0,1,0,1929,Comercial,No encontrado
204,1929-10-26,"Spezia,Italy",Imperial Airways,Naples - Genoa,Short Calcutta (flying boat),G-AADN,7,5,2,7,5,2,0,1929,Comercial,United Kingdom
205,1929-10-29,"Mount Vernon,Ohio",Continental Air Lines,Cleveland - Louisville,Stearman C-38,Sin Dato,1,0,1,1,0,1,0,1929,Comercial,No encontrado
206,1929-10-31,"Bremerton,Washington",Bremerton-Seattle Air Taxi / Gorst Air Lines,Bremerton - Seattle,Loening C-2C,NC9158,2,0,2,2,0,2,0,1929,Comercial,United States
207,1929-11-04,"Cerro del Carbon,Mexico",Corp. Aeronautica de Transportes,Matamoros - Mexico City - Juarez,Lockheed Vega 5,NC46M,4,3,1,4,3,1,0,1929,Comercial,United States
208,1929-11-06,"Godstone,Surrey,England",Deutsche Lufthansa,Croyden - Amsterdam - Berlin,Junkers G-24,D-903,8,4,4,7,3,4,0,1929,Comercial,Germany
209,1929-11-16,"Corsica,France",Air Union,Marseille - Ajaccio - Tunis,Liore et Olivier 190,F-AIGB,3,0,3,3,0,3,0,1929,Comercial,France
210,1929-11-20,"Terranova Pausania,East Sardinia",S.A.M. Società Aerea Mediterranea,"Cagliari, Terranova - Rome",Savoia Marchetti S55,I-TACO,12,9,3,1,1,0,0,1929,Comercial,Italy
211,1929-11-30,"Vancouver,Washington",Varney Air Lines,Desconocido,Stearman M-2 Speedmail,NC8199,1,0,1,1,0,1,0,1929,Comercial,United States
212,1929-12-02,"Chagrin Falls,Ohio",National Air Transport,Desconocido,Douglas M-3,NC789,1,0,1,1,0,1,0,1929,Comercial,United States
213,1929-12-19,"Berlin,Germany",Deutsche Lufthansa,Marseille - Berlin,Arado V1,D-1594,3,0,2,2,0,2,0,1929,Comercial,Germany
214,1929-12-30,"Amarillo,Texas",Trans Continental Air Transport,Demonistration,Travel Air B6000,Sin Dato,5,3,2,5,3,2,0,1929,Comercial,No encontrado
215,1930-01-10,"Brownson,Nebraska",Boeing Air Transport,Desconocido,Boeing 95,NC184E,1,0,1,1,0,1,0,1930,Comercial,United States
216,1930-01-13,"Antananarivo,Madagascar",Air Orient,Antananarivo - Paris,Farman 190,F-AJJK,3,0,3,3,0,3,0,1930,Comercial,France
217,1930-01-19,"Oceanside,California",Maddux Airlines,"Aqua Caliente, Mexico - Los Angeles",Ford 5-AT-C Tri Motor,NC9689,16,14,2,16,14,2,0,1930,Comercial,United States
218,1930-01-25,"Ceuta,Spain",Aeropostale,Casablanca - Alicante,Latecoere 25,F-AJCL,2,0,2,2,0,2,0,1930,Comercial,France
219,1930-01-27,"Kansas City,Missouri",Central  Airlines (Universal Aviation Corporation),"Wichita - Kansas City, KS",Travel Air A6000A,Sin Dato,5,4,1,5,4,1,0,1930,Comercial,No encontrado
220,1930-02-03,"Hartford,Connecticut",Colonial Air Transport,"Newark, NJ - Hartford, CT",Pitcairn PA-6 Mailwing,NC801H,1,0,1,1,0,1,0,1930,Comercial,United States
221,1930-02-10,"Marden,England",Air Union,Paris - Croydon,Farman F-63,F-FHMY,6,3,3,2,2,0,0,1930,Comercial,France
222,1930-04-18,"Jersey City,New Jersey",Canadian Colonial Airways,"Albany, NY - Jersey City, NJ",Fairchild 71,NC9148,4,3,1,4,3,1,0,1930,Comercial,United States
223,1930-05-10,"Buenos Aires,Argentina",Aeropostale,Buenos Aires - Montevideo,Latecoere 28,F-AJPD,4,2,2,3,1,2,0,1930,Comercial,France
224,1930-06-05,"Boston,Massachusetts",Colonial Air Transport,Boston - Newark,Ford Tri-Motor 5,NC9675,15,13,2,1,1,0,0,1930,Comercial,United States
225,1930-07-07,"Bornholm,Denmark",Deutsche Lufthansa,Stettin - Norway,Dornier Wal,D-864,8,5,3,5,4,1,0,1930,Comercial,Germany
226,1930-07-10,"Arkansas Pass,Texas",Cross Airways,Port Aransas - Kansas City,Lockheed Vega 5,NC-394H,5,4,1,5,4,1,0,1930,Comercial,United States
227,1930-07-21,"Meopham,Kent,England",Walcot Air Line,"London - Le touquet, France",Junkers F-13ge,G-AAZK,6,4,2,6,4,2,0,1930,Comercial,United Kingdom
228,1930-08-22,"Iglau,Czechoslovakia",Ceskoslovenske Aerolinie,Prague - Bratislava,Ford 5-AT-C Tri Motor,OK-FOR,11,10,1,10,9,1,0,1930,Comercial,Czech Republic
229,1930-09-11,"Croydon,England",Sabena,Croydon - Brussels,Sabca F-VII,OO-AIN,2,0,2,2,0,2,0,1930,Comercial,Belgium
230,1930-09-25,"Edmonton,Alberta,Canada",Western Canada Airways,Calgary - Moosejaw,Boeing 40,CF-AIN,3,2,1,3,2,1,0,1930,Comercial,Canada
232,1930-10-06,"Dresden,Germany",Deutsche Lufthansa,Berlin - Vienna,Messerschmitt M-20B,D-1930,8,6,2,8,6,2,0,1930,Comercial,Germany
233,1930-10-12,"LaRache,Morocco",Aeropostale,Casablanca - Bahat - Toulouse,Latecoere 28,F-AJUU,4,3,1,4,3,1,0,1930,Comercial,France
234,1930-10-13,"Perth,Australia",Wings Ltd,Desconocido,de Havilland DH.80 Puss Moth,VH-UPC,3,2,1,3,2,1,0,1930,Comercial,Australia
235,1930-10-28,"Prince Rupert,BC,Canada",Alaska-Washington Airways,Desconocido,Lockheed Vega,NC103W,3,2,1,3,2,1,0,1930,Comercial,United States
236,1930-10-30,"Neufchatel,France",Imperial Airways,"Paris, France - London, England",Handley Page W-8,G-EBIX,6,3,3,3,2,1,0,1930,Comercial,United Kingdom
237,1930-10-30,"Brookston,Indiana",Embry Riddle Company,Desconocido,Pitcairn PA-6 Mailwing,Sin Dato,1,0,1,1,0,1,0,1930,Comercial,No encontrado
238,1930-11-07,"of Santos,Brazil",Syndicato Condor,Porto Alegre - Laguna - Rio de Janeiro,Junkers G-24,P-BAHA,9,8,1,1,1,0,0,1930,Comercial,No encontrado
239,1930-11-18,"Techachapi Mountains,California",Pacific Air Transport,"Burbank, CA - Oakland, CA",Boeing 40,NC5340,3,0,3,3,0,3,0,1930,Comercial,United States
240,1930-12-09,"Shanghai,China",China National Aviation Corporation,Shanghai - Hankow,Loening C-W Air Yaht,Sin Dato,6,4,2,4,2,2,0,1930,Comercial,No encontrado
241,1931-01-08,"Melle,Belgium",Sabena,Brussels - London,Fokker F-VII,OO-AIL,2,0,2,2,0,2,0,1931,Comercial,Belgium
242,1931-01-22,"Bluff Mountain,Washington",Varney Air Lines,Portland - Pasco,Boeing 40,NC741K,1,0,1,1,0,1,0,1931,Comercial,United States
243,1931-02-08,"Wairoa,New Zealand",Dominion Air Lines,Gisborne - Hastings,Desoutter II,ZK-ACA,3,2,1,3,2,1,0,1931,Comercial,New Zealand
244,1931-02-20,"Bagot,Manitoba,Canada",Western Canada Airways,Winnigeg - Moosejaw,Fokker Universal F-14,Sin Dato,3,2,1,2,2,0,0,1931,Comercial,No encontrado
245,1931-02-24,Spain,Aeropostale,Algiers – Marseille,Latecoere 32,F-AITX,3,0,3,1,0,1,0,1931,Comercial,France
246,1931-03-21,"New South Wales,Australia",Australian National Airways,Sydney - Melbourne,Avro 10,VH-UMF,8,6,2,8,6,2,0,1931,Comercial,Australia
247,1931-03-31,"Bazaar,Kansas",Trans Continental and Western Air,Kansas City - Wichita -  Los Angeles,Fokker F10A Trimotor,NC-999,8,6,2,8,6,2,0,1931,Comercial,United States
248,1931-04-14,"Letschen,Germany",Deutsche Lufthansa,Desconocido,Messerschmitt M-20,D-1928,10,7,3,2,0,2,0,1931,Comercial,Germany
249,1931-05-05,"Burbank,California",Pacific Air Transport,San Diego - Los Angeles,Boeing 40,NC5390,2,0,2,2,0,2,0,1931,Comercial,United States
250,1931-05-22,"Wampit,Australia",Guiena Airways,Lae - Bulolo,Junkers W-34,VH-UNR,1,0,1,1,0,1,0,1931,Comercial,Australia
251,1931-05-24,"Bellefonte,Pennsylvania",National Air Transport,Desconocido,Boeing 95,NC397E,1,0,1,1,0,1,0,1931,Comercial,United States
252,1931-06-07,"Sandoway,Burma",Air Orient,Saigon - Karachi,Fokker F-VIIB,PH-AEO,4,0,4,4,0,4,0,1931,Comercial,Netherlands
253,1931-06-11,"Walbridge,Ohio",Rubner Flying Service,Desconocido,Lockheed Vega 2,NC857E,3,1,2,2,0,2,0,1931,Comercial,United States
254,1931-06-13,"Saarbrucken,Germany",Deutsche Lufthansa,Cologne - Saarbrucken,Dornier Merkur,D-1455,4,2,2,4,2,2,0,1931,Comercial,Germany
255,1931-07-12,"Chicago,Illinois",Braniff Airlines,Chicago - Detroit,Lockheed Vega,NC8497,2,0,2,2,0,2,0,1931,Comercial,United States
256,1931-07-14,"Temora,Australia",Australian Aerial Services,Desconocido,Lasco Lascowl,VH-UGF,2,0,2,2,0,2,0,1931,Comercial,Australia
257,1931-07-21,"Centralia,Illinois",American Airways,Desconocido,Pitcairn PA-6 Mailwing,Sin Dato,1,0,1,1,0,1,0,1931,Comercial,No encontrado
258,1931-07-24,"Kurudjevo,Bulgaria",CIDNA,Constantinople - Budapest,Fokker F-VII,F-ALGT,7,5,2,7,5,2,0,1931,Comercial,France
259,1931-08-09,"Cincinnati,Ohio",American Airways,Cincinnati - Atlanta,Ford 5-AT-C Tri Motor,NC9662,6,4,2,6,4,2,0,1931,Comercial,United States
260,1931-09-14,"Chicago,Illinois",Chicago-Detroit Airways,Desconocido,Lockheed Vega,NC606,1,0,1,1,0,1,0,1931,Comercial,United States
261,1931-09-15,"Craiova,Oltenia,Romania",CIDNA,Paris - Bucharest,Fokker F-VIIb-3m,F-AIGT,6,4,2,6,4,2,0,1931,Comercial,France
262,1931-09-16,"Oakland,California",Pacific Air Transport,"Oakland, CA - Seattle, WA",Boeing 40,NC10347,4,3,1,4,3,1,0,1931,Comercial,United States
263,1931-10-06,"Novia Scotia,Canada",Deutsche Lufthansa,Sydney - New York,Heinkel HE-2,D-1717,3,0,3,3,0,3,0,1931,Comercial,Germany
264,1931-10-14,Brazil,Syndicato Condor,Desconocido,Dornier Wal,P-BALSA,3,0,3,3,0,3,0,1931,Comercial,No encontrado
265,1931-11-05,"Camden,New Jersey","NY, Phil., Washington AW","Newark, NJ  - Camden, NJ - Washington DC",Lockheed Orion 9,NC12221,5,4,1,5,4,1,0,1931,Comercial,United States
266,1931-11-13,"Sir Lowry's pass,South Africa",Union Airways,Durban - Cape Town,De Havilland DH.80,ZS-ACD,3,2,1,3,2,1,0,1931,Comercial,South Africa
267,1931-11-23,"Salt Lake City,Utah",Boeing Air Transport,Desconocido,Boeing 40,NC7465,1,0,1,1,0,1,0,1931,Comercial,United States
268,1931-11-24,"Tsinan,China",China National Aviation Corporation,Nanking - Peiking,Stinson,Sin Dato,3,1,2,3,1,2,0,1931,Comercial,No encontrado
269,1931-11-26,"Pasco,Washington",Varney Air Lines,"Portland,  OR - Pasco, WA",Boeing 40,NC10338,1,0,1,1,0,1,0,1931,Comercial,United States
270,1931-12-05,"Kewanee,Illinois",Braniff Airways,Kansas City - Chicago,Lockheed Vega 5,NC433E,6,5,1,2,2,0,0,1931,Comercial,United States
271,1931-12-06,"Bangkok,Thailand",KLM Royal Dutch Airlines,Djakarta - Amsterdam -  Bangkok - Rangoon (Burma),Fokker F-VIIb-3M,PH-AFO,7,3,4,5,2,3,0,1931,Comercial,Netherlands
272,1931-12-09,Algiers,Aeropostale,Marseille - Algiers,CAMS 56,F-AIOX,2,0,2,2,0,2,0,1931,Comercial,France
273,1931-12-31,"Springfield,Ohio",American Airways,"Port Colombus, OH - Louisville, KY",Fairchild Pilgrim 100A,Sin Dato,5,4,1,4,4,0,0,1931,Comercial,No encontrado
274,1932-01-21,"Colvin Park,Ilinois",Northwest Airways,"Rockford - Chicago, IL - Madison, WI",Stinson SM-2A,NC443H,1,0,1,1,0,1,0,1932,Comercial,United States
275,1932-01-29,"Lebec,California",Century Pacific Lines,"San Francisco - Bakersfield - Los Angeles, CA",Stinson SM-6000B,NC10813,8,7,1,8,7,1,0,1932,Comercial,United States
276,1932-02-01,"Miami,Florida",Bimini Airways,Miami - Bimini,Fairchild,Sin Dato,5,4,1,5,4,1,0,1932,Comercial,No encontrado
277,1932-02-02,"Rio Vista,California",Boeing Air Transport,Desconocido,Boeing 40,NC291,2,0,2,1,0,1,0,1932,Comercial,United States
278,1932-02-02,"Marcellus,Michigan",Transamerican Airlines,Chicago - Kalamazoo,Stearman C-3MB,NC6411,1,0,1,1,0,1,0,1932,Comercial,United States
279,1932-02-27,"Setiba,Brazil",Aeropostale,Desconocido,Latecoere 28,F-AJOX,3,0,3,3,0,3,0,1932,Comercial,France
280,1932-03-08,"Saint Louis,Illinois",Century Air Lines,Training,Stinson SM-6000B,NC11122,5,0,5,3,0,3,0,1932,Comercial,United States
281,1932-03-19,"Calimesa,California",American Airways,"Phoenix, AZ - Los Angeles, CA",Fokker F-10A,NC652E,7,5,2,7,5,2,0,1932,Comercial,United States
282,1932-03-21,"Steubenville,Ohio",Trans Continental and Western Air,Columbus - McKeesport,Northrop Alpha 3,NC966Y,1,0,1,1,0,1,0,1932,Comercial,United States
283,1932-03-29,"Rutbah Wells,Iraq",Air Orient,Damascus - Baghdad - Karachi,Farman F-190,"F-AJDPF-AJDP",3,1,2,3,1,2,0,1932,Comercial,No encontrado
284,1932-03-31,"Bedford,Ohio",National Air Transport,Desconocido,Boeing 95,NC191E,1,0,1,1,0,1,0,1932,Comercial,United States
285,1932-04-21,"Fort Wayne,Indiana",Transamerica Airlines,Desconocido,Stearman C-3MB,NC6412,1,0,1,1,0,1,0,1932,Comercial,United States
286,1932-05-16,"Burbank,California",Pacific Air Transport,San Diego - Burbank - Oakland,Boeing 40,NC5589,3,2,1,3,2,1,0,1932,Comercial,United States
287,1932-05-30,"Portland,Oregon",Varney Air Lines,Desconocido,Boeing 40,NC830M,2,0,2,1,0,1,0,1932,Comercial,United States
288,1932-07-16,"Mount El Plomo,near Vitacura,Chile",Panagra,"Santiago, Chile - Mendosa, Argentina",Ford 5-AT-C Tri Motor,NC403H,9,6,3,9,6,3,0,1932,Comercial,United States
289,1932-08-12,"Beyrouth,Lebanon",Air Orient,Marseille - Naples - Beyrouth - Saigon,CAMS 53,F-AIQY,7,3,4,0,0,0,0,1932,Comercial,France
290,1932-08-31,"Tubergen,Germany",A B Aerotransport,Amsterdam - Hanover - Copenagen - Malmö,Junkers G-23,SE-AAE,2,0,2,2,0,2,0,1932,Comercial,Sweden
291,1932-09-08,"Salt Flats,Texas",American Airways,El Paso - Dallas,Fokker F-10,NC9716,4,2,2,3,1,2,0,1932,Comercial,United States
292,1932-09-17,"Selsdon Park,England",Air Union,Desconocido,Liore-et-Olivier 213,F-AIFE,2,0,2,1,0,1,0,1932,Comercial,France
293,1932-09-18,"Byron Bay,Australia",New England Airways,Sydney - Lismore - Brisbane,De Havilland DH-80,VH-UPM,3,2,1,3,2,1,0,1932,Comercial,Australia
294,1932-10-12,"Port Etienne,Mauritania",Aeropostale,Dakar - Port Etienne - Algiers - Paris,Latecoere 28,F-AJIP,1,0,1,1,0,1,0,1932,Comercial,France
295,1932-10-26,"Villa Monte,Bolivia",Lloyd Aero Boliviano,Desconocido,Ford Tri-motor 5,Sin Dato,2,0,2,2,0,2,0,1932,Comercial,No encontrado
296,1932-10-29,"Ramsgate,England",Deutsche Lufthansa,London - Cologne - Berlin,Junkers W-33,D-2017,2,0,2,2,0,2,0,1932,Comercial,Germany
297,1932-11-02,"Echterpfuhl,Germany",Deutsche Lufthansa,Nuremberg - Frankfort,Junkers F-13,D-724,5,3,2,5,3,2,0,1932,Comercial,Germany
298,1932-11-25,"Marianna,Arkansas",Hunter Airways,"Little Rock, AR - Memphis, TN",Travel Air 6000,NC369M,2,1,1,2,1,1,0,1932,Comercial,United States
299,1932-12-14,"Amarillo,Texas",Trans Continental and Western Air,Desconocido,Ford 5,NC9650,2,0,2,2,0,2,0,1932,Comercial,United States
300,1932-12-14,"Rocky Ridge,Colorado",Boeing Air Transport,Desconocido,Boeing 40,NC281,1,0,1,1,0,1,0,1932,Comercial,United States
301,1932-12-26,"Wau,Australia",Guinea Airways,Desconocido,De Havilland DH-60,VH-UMJ,1,0,1,1,0,1,0,1932,Comercial,Australia
302,1933-01-10,Algiers,Aeropostale,Desconocido,CAMS 53,F-AISV,3,0,3,1,0,1,0,1933,Comercial,France
303,1933-01-14,"Newark,New Jersey",Eastern Air Transport,Test flight,Curtiss Condor 18,NC185H,2,0,2,2,0,2,0,1933,Comercial,United States
304,1933-01-20,"Marietta,Georgia",American Airways,Desconocido,Stearman 4,N490W,1,0,1,1,0,1,0,1933,Comercial,United States
305,1933-01-20,"Bourne,Texas",American Airways,Big Springs - San Antonio,Stearman 4,NC11721,1,0,1,1,0,1,0,1933,Comercial,United States
306,1933-01-24,"Eugene,Oregon",Pacific Air Transport,Desconocido,Ford 5-AT-D,NC431H,3,1,2,2,0,2,0,1933,Comercial,United States
307,1933-03-11,"Mendoza,Argentina",Pan American Grace Airways,"Mendoza, Argentina - Santiago, Chili",Fairchild FC-2W,NC9723,2,0,2,2,0,2,0,1933,Comercial,United States
308,1933-03-25,"Hayward,California",Varney Airlines,Burbank - San Francisco,Lockheed Orion 9,NC12226,3,2,1,3,2,1,11,1933,Comercial,United States
309,1933-03-28,"Dixmude,Belgium",Imperial Airways,"Cologne, Germany - Croydon, England",Armstrong Whitworth Argosy II,G-AACI,15,12,3,15,12,3,0,1933,Comercial,United Kingdom
310,1933-04-03,"Hemkenrode,Germany",Deutsche Lufthansa,Desconocido,Junkers F-13,D-534,2,1,1,1,1,0,0,1933,Comercial,Germany
312,1933-04-23,"Castrovillari,Calabria,Italy",Air Orient,Corfu - Naples,Cams 53-1,F-ALCE,8,5,3,5,2,3,0,1933,Comercial,France
313,1933-04-29,"Traunstein,Germany",Eurasia,Desconocido,Junkers W-34,D-4,4,2,2,4,2,2,0,1933,Comercial,Germany
314,1933-05-09,"Viladrau,Spain",Aeropostale - La Tecoere Company,Paris - Morroco,Latecoere 28-1,F-AJIX,6,3,3,6,3,3,0,1933,Comercial,France
315,1933-06-04,"Bowling Green,Virginia",Eastern Air Transport,Desconocido,Pitcairns PA-6,Sin Dato,1,0,1,1,0,1,0,1933,Comercial,No encontrado
316,1933-06-11,"Glenview,Illinois",Palwaukee,Sightseeing,Sikorsky S-38B (flying boat),NC-141M,9,7,2,9,7,2,0,1933,Comercial,United States
317,1933-07-18,Aegean Sea,Societa Anonima Aero Expresso Italiana,Athens - Rhodes,CMASA Wal (flying boat),I-AZEE,6,2,4,6,2,4,0,1933,Comercial,Italy
318,1933-08-29,"Quay,New Mexico",Trans Continental and Western Air,"Amarillo, TX - Albuquerque, NM",Ford 5-AT-B Tri Motor,NC9607,5,3,2,5,3,2,0,1933,Comercial,United States
319,1933-09-12,"Ljubljana,Yugoslavia",Aeroput,"Ljubjana - Susak, Croatia",Farman F-306,YU-SAH,8,6,2,8,6,2,0,1933,Comercial,Serbia
320,1933-10-10,"Chesterton,Indiana",United Air Lines,Newark - Cleveland - Chicago - Oakland,Boeing 247,NC13304,10,7,3,10,7,3,0,1933,Comercial,United States
321,1933-10-31,"Etobon,France",Air France,Zurich - Basel - Paris,Farman F-301,F-AJMI,5,2,3,2,1,1,0,1933,Comercial,France
322,1933-11-09,"Portland,Oregon",United Air Lines,"Seattle, WA - Dallas, TX",Boeing 247,NC13345,10,7,3,4,3,1,0,1933,Comercial,United States
323,1933-11-10,"Moriarty,New Mexico",Trans Continental and Western Air,Desconocido,Northrop Delta,NC12292,1,0,1,0,0,0,0,1933,Comercial,United States
324,1933-11-20,"Tsinan,China",China National Aviation Corporation,Canton - Shanghai,Stinson,Sin Dato,8,7,1,8,7,1,0,1933,Comercial,No encontrado
325,1933-11-21,"Kharkov,Ukraine,USSR",Kalinin,Test flight,Kalinin K-7,Sin Dato,20,0,20,14,0,14,0,1933,Comercial,No encontrado
326,1933-11-24,"Wedron,Illinois",National Air Transport,Desconocido,Boeing 247,NC13324,2,0,2,2,0,2,0,1933,Comercial,United States
327,1933-12-11,"Hamburg,Germany",Deutsche Lufthansa,Berlin - Hamburg,Focke-Wulf A-17,D-1403,10,8,2,6,4,2,0,1933,Comercial,Germany
328,1933-12-14,"Eshowe,South Africa",Union Airways,Desconocido,Junkers W-34,ZS-AEB,6,4,2,5,3,2,0,1933,Comercial,South Africa
329,1933-12-30,"Ruysselede,Belgium",Imperial Airways,"Brussels, Belgium - Croydon, England",Avro 10,G-ABLU,10,8,2,10,8,2,0,1933,Comercial,United Kingdom
330,1934-01-15,"Corbigny,France",Air France,Saigon - Paris,Dewoitine D-332,F-AMMY,14,10,4,14,10,4,0,1934,Comercial,France
332,1934-02-23,"Salt Lake City,Utah",Boeing Aircraft Company,Salt Lake City - Cheyenne,Boeing 247,NC13357,8,5,3,8,5,3,0,1934,Comercial,United States
334,1934-03-06,"Petersburg,Illinois",American Airways,"St. Louis, MO - Chicago, IL",Fairchild Pilgrim 100A,NC710Y,4,3,1,4,3,0,0,1934,Comercial,United States
335,1934-03-10,"Pereira,Colombia",Pan American Airways (Scadta),Quiddo - Cartago,Sikorsky S-38 Flying Boat,NC-9107,6,4,2,5,3,2,0,1934,Comercial,United States
336,1934-03-22,"Lima,Peru",Pan American Grace Airlines,Desconocido,Ford 5-AT-C Tri-Motor,NC407H,15,12,3,3,0,3,0,1934,Comercial,United States
337,1934-04-10,"Ningpo Bay,China",China National Aviation Corporation,Desconocido,Sikorsky S-38BB,NV17V,3,1,2,3,1,2,0,1934,Comercial,United States
338,1934-05-09,English Channel,Air France,"Dieppe, France - New Haven, England",Wibault 282T,F-AMHP,6,3,3,6,3,3,0,1934,Comercial,France
339,1934-05-31,"Croydon,England",Air France,"Croydon, England - Paris, France",Liore-et-Olivier 213,F-AIVG,2,0,2,2,0,2,0,1934,Comercial,France
340,1934-06-09,"Mongaup Mountain,New York",American Airways,New York - Chicago,Curtiss Condor T-32,NC12354,7,4,3,7,4,3,0,1934,Comercial,United States
341,1934-06-11,"Junin,Argentina",Panagra,Buenos Aires - Santiago,Ford 5-AT-C Tri-Motor,NC8417,10,7,3,6,3,3,0,1934,Comercial,United States
342,1934-06-22,"Chausseehausen,Germany",Deutsche Lufthansa,Desconocido,Dornier Merkur,D-1445,7,5,2,1,0,1,0,1934,Comercial,Germany
343,1934-06-23,"Burbank,California",Aerevias Centrales Air Service,Mexico - Burbank,Lockheed Orion,XA-BEJ,1,0,1,1,0,1,0,1934,Comercial,Mexico
344,1934-07-09,"San Bernardino,California",United Air Services,San Bernardion - Los Angeles,Lockheed Vega,NC32E,4,3,1,3,2,1,0,1934,Comercial,United States
345,1934-07-27,"Tuttlingen,Germany",Swissair,Zurich - Stuttgart - Leipzig - Berlin,Curtiss AT-32C Condor,CH-170,12,9,3,12,9,3,0,1934,Comercial,Canada
346,1934-08-05,"Bahia,Brazil",Air France,Desconocido,Latecoere 26,F-AILK,2,0,2,2,0,2,0,1934,Comercial,France
348,1934-08-31,"Amazonia,Missouri",Rapid Air Transport,Kansas City - Saint Joseph - Omaha,Stinson  SM-6000B,NC11118,5,4,1,5,4,1,0,1934,Comercial,United States
349,1934-10-02,English Channel,Hillman's Airways,Croydon - Paris,de havilland 89 Dragon Rapide,G-ACPM,7,6,1,7,6,1,0,1934,Comercial,United Kingdom
350,1934-10-03,"Winton,Australia",Qantas,Desconocido,de Havilland DH-50A,VH-UHE,3,2,1,3,2,1,0,1934,Comercial,Australia
